# Traits in Affinity,weapon,# Traits,body,rune,% Traits in Affinity,Affinity,background,head,companion,shield,token_id,numTraits,image,name
3,Malachite Cleaver,6,Green Amazonian Jumpsuit,Rune of Neptune,50 percent,Verdant,Green,Kempo,Dirt Pig,Snake Shield,129,11,https://portal.forgottenrunes.com/api/warriors/img/129,Tai Mercenary of Muscle Mountain
2,Brown Longsword,4,Surd Armor,,50 percent,Guard,Black,Yellow Horn Lady Buff,,White Holy Shield,130,9,https://portal.forgottenrunes.com/api/warriors/img/130,Juno Protector of the Trail
2,,3,Brown Tunic Armor,,66 percent,Heavy,Black,Mandinka,,Butterfly Shield,131,8,https://portal.forgottenrunes.com/api/warriors/img/131,Barad Render of Nothing
4,Jade Sword,6,Green Amazonian Jumpsuit,Rune of Fire,66 percent,Verdant,Green,Onna-Musha,Grey Wolf,Lotus Shield,132,11,https://portal.forgottenrunes.com/api/warriors/img/132,Hitomi Raider of the Jungle
3,Rapier,6,Alabaster Paladin Gear,Rune of Mars,50 percent,Guard,Black,Warrior Monk,Spectacled Falcon,Mercenary Heater Shield,133,11,https://portal.forgottenrunes.com/api/warriors/img/133,Zenon Fencer of the Tower
4,Rogue Falchion,6,Dark Assassin Tunic,Rune of Earth,66 percent,Crimson,Red,Rocket Helm,Hamadryas Baboon,Yellow Buckler,134,11,https://portal.forgottenrunes.com/api/warriors/img/134,Hamlin Bifurcator of the Capital
3,Shortbow,5,Chelonian Armor,,60 percent,Armor,Green,Dune Man,Mutant Snapping Turtle,Tate Shield,135,10,https://portal.forgottenrunes.com/api/warriors/img/135,Owen Vengeance of Turtles
3,Pantheon Spear,6,Exalted Epic Gear,Rune of Mercury,50 percent,Desert,Blue,Ether Horn Helm,Rattlesnake,Butterfly Shield,136,11,https://portal.forgottenrunes.com/api/warriors/img/136,Chernobog Eidolon of the Arena
5,Amber Dragon Sword,6,Blue Medieval Livery,Rune of Sun,83 percent,Blue Shift,Blue,Shutter Knight,Magpie,Blue Buckler,137,11,https://portal.forgottenrunes.com/api/warriors/img/137,Rungle Slasher of the Citadel
4,Malachite Cleaver,6,Green Amazonian Jumpsuit,Rune of Steel,66 percent,Armor,Green,Marsh Girl,Spectacled Falcon,Yellow Buckler,138,11,https://portal.forgottenrunes.com/api/warriors/img/138,Sal Armageddon of the Wild
3,Wooden Hammer,4,Red Provocator Garb,,75 percent,Brownish,Blue,Foot Soldier Helm,,White Kite,139,9,https://portal.forgottenrunes.com/api/warriors/img/139,Charlie Blaster of the Baobabs
4,Agapanthus Fey Sword,4,Blue Boxing Shorts,,100 percent,Blue Shift,Blue,Guardian Helm,Ultramarine Rhinoceros Beetle,,140,9,https://portal.forgottenrunes.com/api/warriors/img/140,Edwin Assaulter for Freedom
3,Scimitar,5,Red Provocator Garb,Rune of Water,60 percent,Medieval,Blue,Imperial Helmet,,Frog Shield,141,10,https://portal.forgottenrunes.com/api/warriors/img/141,Aurelius Dicer of the Ruins
5,Purple Longsword,6,Purple Provocator Garb,Rune of Up,83 percent,Purple Haze,Purple,Ether Horn Helm,Styxian Boar,Shield of the Moon,142,11,https://portal.forgottenrunes.com/api/warriors/img/142,Cerb Armageddon of the Valley
3,Sword of Babylon,6,Gladiator's Cloak with Leather Briefs,Rune of Earth,50 percent,Rugged,Black,Indigo Mendicant,Hyena,Fire Shield,143,11,https://portal.forgottenrunes.com/api/warriors/img/143, Sorrow of the Arena
4,Blue Longsword,6,Blue Tunic Armor,Rune of Saturn,66 percent,Blue Shift,Blue,Blue Dwarven Helm,Null Goat,Water Elemental Shield,144,11,https://portal.forgottenrunes.com/api/warriors/img/144,Rungle Calamity of Monsters
3,Tuck,5,Street Punk with Teal Camo,Rune of Brimstone,60 percent,Feminine,Black,Vedic Warrior,Onyx Panther,,145,10,https://portal.forgottenrunes.com/api/warriors/img/145,Kimaya Cad of Goblins
4,Malachite Cleaver,6,Goblin Toga,Rune of Water,66 percent,Brute,Green,Goblin,Rattlesnake,Tomb Shield,146,11,https://portal.forgottenrunes.com/api/warriors/img/146,Frakk Executor of the Chasm
3,Longbow,5,White Tunic Armor,Rune of Pluto,60 percent,Armor,Blue,Olympian,,Red Kite,147,10,https://portal.forgottenrunes.com/api/warriors/img/147,Yasin Cutter of Glory
4,Bottle of Rune Beer,6,Surd Armor,Rune of Brimstone,66 percent,Purple Haze,Purple,Lady of the Oasis,Null Goat,Triple Triangle Shield,148,11,https://portal.forgottenrunes.com/api/warriors/img/148,Bellatrix of Goblins
4,Sol Sword,6,Prism Armor,Rune of Jupiter,66 percent,Knight,Black,Medieval Skull,Night Wolf,Butterfly Shield,149,11,https://portal.forgottenrunes.com/api/warriors/img/149,Soran Armageddon of the Gate
3,Bottle of Goblin Beer,6,Goblin Footsoldier,Rune of Steel,50 percent,Olive,Black,Capped Goblin,Buffkin,Mercenary Heater Shield,150,11,https://portal.forgottenrunes.com/api/warriors/img/150,Gruttle of the Slime Pits
4,Battle Axe,4,Armor of Air,,100 percent,Armor,Blue,Forgotten Man,,Fire Shield,151,9,https://portal.forgottenrunes.com/api/warriors/img/151,Corbin Punisher of the Dawn
2,Nunchaku,5,Superalloy Bot,Rune of Saturn,40 percent,Cyber,Blue,BucketHead: Atomic 26,Gigas Hornet,,152,10,https://portal.forgottenrunes.com/api/warriors/img/152,Alpha Mauler of the Glitch
3,Red Broadsword,6,Yellow One Piece,Rune of Pluto,50 percent,Verdant,Green,Marsh Girl,Hamadryas Baboon,Yellow Kite,153,11,https://portal.forgottenrunes.com/api/warriors/img/153,Sharon Death of Mount Titan
3,Chakram,5,Brown Hedge Knight Armor,Rune of Sun,60 percent,Armor,Black,Imp Warrior,,Shield of Up Only,154,10,https://portal.forgottenrunes.com/api/warriors/img/154,Crud Champion of Kobolds
2,Goblin Axe,3,South Island MMA Pants,,66 percent,Crimson,Black,Templar,,,155,8,https://portal.forgottenrunes.com/api/warriors/img/155,Marlan Assaulter of Mount Titan
2,Bottle of Goblin Beer,4,South Island MMA Pants,Rune of Pluto,50 percent,Brute,Black,Legionnaire Helmet,,,156,9,https://portal.forgottenrunes.com/api/warriors/img/156,Cornelius of the Cage
3,Wooden Hammer,5,Street Punk with Violet Camo,Rune of Up,60 percent,Purple Haze,Purple,Psyche Warrior,Null Goat,,157,10,https://portal.forgottenrunes.com/api/warriors/img/157,Isane Hammer of Thieves
3,Battle Axe,4,Classic Leather Barbarian Briefs,,75 percent,Brownish,Blue,Brigand,,Wooden Buckler,158,9,https://portal.forgottenrunes.com/api/warriors/img/158,Harland Axe of Mount Titan
5,Brown Longsword,6,South Woodland Cloak,Rune of Down,83 percent,Forest,Red,Archipelagian,Ultramarine Rhinoceros Beetle,Wooden Shield,159,11,https://portal.forgottenrunes.com/api/warriors/img/159,Neema Sword of the Forest
4,Sol Sword,6,Sapphire Paladin Gear,Rune of Pluto,66 percent,Blue Shift,Blue,Shutter Knight,Northern Lynx,Blue Buckler,160,11,https://portal.forgottenrunes.com/api/warriors/img/160,Boldrum Calamity of the Dawn
3,Wooden Club,5,Street Punk with Teal Camo,Rune of Brass,60 percent,Wild,Black,Lady of the Oasis,Onyx Panther,,161,10,https://portal.forgottenrunes.com/api/warriors/img/161,Joan Chaos Agent of the Citadel
3,Blue Shortsword,5,Alabaster Paladin Gear,Rune of Jupiter,60 percent,Grey,Black,Elder,,Iron Buckler,162,10,https://portal.forgottenrunes.com/api/warriors/img/162,Urmgurn Belligerent of Flowers
4,Ishtar Sword,5,Capital City Keikogi,Rune of Mars,80 percent,Crimson,Red,Praetorian,Scarlet Swine,,163,10,https://portal.forgottenrunes.com/api/warriors/img/163,Octavius Combatant of the Arena
3,Stratiotai Spear,4,Red Provocator Garb,,75 percent,Medieval,Blue,Purple Viking Helm,,White Kite,164,9,https://portal.forgottenrunes.com/api/warriors/img/164,Therman Eidolon of the Valley
4,Goblin Sword,5,Aura Knight with Red Cloak,Rune of Pluto,80 percent,Crimson,Red,Red Ronin,,Tate Shield,165,10,https://portal.forgottenrunes.com/api/warriors/img/165,Harland Dicer of the Mountain
3,Longbow,6,Majestic Epic Gear,Rune of Mercury,50 percent,Gold,Green,Green Knight Helm,Hamadryas Baboon,Horseshoe Shield,166,11,https://portal.forgottenrunes.com/api/warriors/img/166,Edward Rapscallion of the Lost City
3,Tuck,5,Bone Warrior,Rune of Lime,60 percent,Feminine,Black,Lady of the Oasis,,Tanker Heater Shield,167,10,https://portal.forgottenrunes.com/api/warriors/img/167,Charlie Fencer of the Sun
3,Skull Spear,6,Majestic Epic Gear,Rune of Brass,50 percent,Verdant,Green,Zimbala,Mutant Snapping Turtle,Iron Buckler,168,11,https://portal.forgottenrunes.com/api/warriors/img/168,Chike Guardian of the Desert
4,Malachite Cleaver,6,Terrapin Armor,Rune of Uranus,66 percent,Medieval,Green,Strongman,Dirt Pig,Fire Shield,169,11,https://portal.forgottenrunes.com/api/warriors/img/169,Javier Dissector of the Marsh
3,Flame Thrower,5,Street Hoodlum,Rune of Air,60 percent,Machine,Black,Visor Knight,Rattlesnake,,170,10,https://portal.forgottenrunes.com/api/warriors/img/170,Major Razer of the Road
2,Rapier,5,Murmillo Gear,Rune of Sun,40 percent,Viking,Black,Foot Soldier Helm,,Red Herald Shield,171,10,https://portal.forgottenrunes.com/api/warriors/img/171,Nigel Rogue of the Pavillion
5,Lavender Double Blade,6,Glory Knight,Rune of Saturn,83 percent,Rugged,Blue,Forgotten Man,Gigas Hornet,Kraken Shield,172,11,https://portal.forgottenrunes.com/api/warriors/img/172,Murdock Mincer of the Forest
3,Partisan,6,Desert Wear,Rune of Mars,50 percent,Medieval,Black,Blonde Bearded Berserker,Woodland Wolverine,Wolf Shield,173,11,https://portal.forgottenrunes.com/api/warriors/img/173,Benedict Impaler of the Sun
2,Mace,5,Red Suit,Rune of Brimstone,40 percent,Amber,Black,Imperial Helmet,Golden Jaguar,,174,10,https://portal.forgottenrunes.com/api/warriors/img/174,Flamma Demolisher of the Berg
4,Stratiotai Spear,4,West Woodland Cloak,,100 percent,Gold,Blue,Lady of the Oasis,,Air Elemental Shield,175,9,https://portal.forgottenrunes.com/api/warriors/img/175,Sandy Defeater of Leaves
3,Gilded Dragon Pike,6,Goblin Raider,Rune of Water,50 percent,Wild,Black,Goblin,Woodland Wolverine,Mushroom Shield,176,11,https://portal.forgottenrunes.com/api/warriors/img/176,Nick Guardian of the Pile
4,Rogue Falchion,5,Street Punk with Red Camo,Rune of Water,80 percent,Crimson,Red,Stratiotai,Crimson Jaguar,,177,10,https://portal.forgottenrunes.com/api/warriors/img/177,Kalim Battler of Goblin Town
4,Brown Longsword,5,Glory Knight,Rune of Venus,80 percent,Forest,Red,Forgotten Man,,Butterfly Shield,178,10,https://portal.forgottenrunes.com/api/warriors/img/178,Marcus Lacerator of the Forest
3,Gladius,5,Armor of Fire,Rune of Steel,60 percent,Armor,Black,Cat Girl,,Shield of the Moon,179,10,https://portal.forgottenrunes.com/api/warriors/img/179,Asuka Belligerent of Scoundrels
2,,3,Fur Barbarian,,66 percent,Viking,Blue,Red Bearded Berserker,,Red Herald Shield,180,8,https://portal.forgottenrunes.com/api/warriors/img/180,Sam Hero of the Desert
5,Lavender Double Blade,6,Amethyst Spike Armor,Rune of Pluto,83 percent,Purple Haze,Purple,Bruiser,Null Goat,Triple Triangle Shield,181,11,https://portal.forgottenrunes.com/api/warriors/img/181,Charles Fiend of the Sun
4,Red Longsword,6,Armor of Water,Rune of Earth,66 percent,Blue Shift,Blue,Bruiser,Hyena,Blue Buckler,182,11,https://portal.forgottenrunes.com/api/warriors/img/182,Bruce Assaulter of the West
2,Blue Shortsword,5,Classic Gold Barbarian Briefs,Rune of Lime,40 percent,Flesh,Blue,Macho Man,,Butterfly Shield,183,10,https://portal.forgottenrunes.com/api/warriors/img/183,Chevy Despoiler of the Rock
5,Malachite Dragon Pike,6,Red Amazonian Jumpsuit,Rune of Up,83 percent,Crimson,Red,Peacock Warrior,Scarlet Macaw,Pony Shield,184,11,https://portal.forgottenrunes.com/api/warriors/img/184,Zula Contaminator of Thieves
3,Lavender Double Blade,6,Desert Wear,Rune of Pluto,50 percent,Darkness,Black,Forgotten Man,Buffkin,Shield of Balance,185,11,https://portal.forgottenrunes.com/api/warriors/img/185,Dozer Divider of Mount Titan
4,Brown Longsword,6,Blue Medieval Livery,Rune of Sun,66 percent,Blue Shift,Blue,Jarl Raider,Northern Lynx,Blue Buckler,186,11,https://portal.forgottenrunes.com/api/warriors/img/186,Finn Eliminator of the Riverlands
4,Master Claymore,6,Bone Warrior,Rune of Pluto,66 percent,Gold,Blue,Lady Barbarian,Wild Eagle,Wolf Shield,187,11,https://portal.forgottenrunes.com/api/warriors/img/187,Sandy Sword of the Tundra
5,Lazurite Dragon Sword,6,Desert Wear,Rune of Mars,83 percent,Blue Shift,Blue,Blue Knight Helm,Royal Razorback,Blue Kite,188,11,https://portal.forgottenrunes.com/api/warriors/img/188,Rudolph Exterminator of the Obelisk
4,Agapanthus Fey Sword,6,Amethyst Spike Armor,Rune of Brass,66 percent,Armor,Black,Executioner,Night Wolf,Red Herald Shield,189,11,https://portal.forgottenrunes.com/api/warriors/img/189,Sedal Slicer of the Rock
3,Silver Poleaxe,5,White Dominatrix Gear,Rune of Uranus,60 percent,Darkness,Black,Marsh Girl,Onyx Panther,,190,10,https://portal.forgottenrunes.com/api/warriors/img/190,Althia Savior of Kink
2,Brown Longsword,5,Street Punk with Teal Camo,Rune of Omega,40 percent,Teal,Black,Lady of the Oasis,Attack Drone,,191,10,https://portal.forgottenrunes.com/api/warriors/img/191,Marci Executor of Thieves
3,Sabre,4,Green Medieval Livery,,75 percent,Medieval,Blue,Lycan Warrior,,Air Elemental Shield,192,9,https://portal.forgottenrunes.com/api/warriors/img/192,Jarek Chisler of the Grass
4,Blue Broadsword,5,Skylord Plate Armor,,80 percent,Blue Shift,Blue,Shutter Knight,Field Hound,Blue Buckler,193,10,https://portal.forgottenrunes.com/api/warriors/img/193,Glargum Trimmer of Wizards
4,Aurelian Double Blade,6,Sovereign Epic Gear,Rune of Venus,66 percent,Muscle,Green,Mescaline Warrior,Golden Jaguar,White Kite,194,11,https://portal.forgottenrunes.com/api/warriors/img/194,Sylvester Dissector of Atlantis
3,Guardian Sword,6,Blue Tunic Armor,Rune of Fire,50 percent,Machine,Black,Action Hero,Robo Dog,Snake Shield,195,11,https://portal.forgottenrunes.com/api/warriors/img/195,Callahan Ravager of Shadows
4,Red Longsword,5,Iron Knight of the Heath,Rune of Pluto,80 percent,Blue Shift,Blue,Bruiser,,Water Elemental Shield,196,10,https://portal.forgottenrunes.com/api/warriors/img/196,Faust Wounder of the Ridge
3,Morningstar,5,Street Punk with Teal Camo,Rune of Up,60 percent,Gladiator,Black,Lady of the Oasis,Onyx Panther,,197,10,https://portal.forgottenrunes.com/api/warriors/img/197,Blake Crumbler of the Underground
3,Silver Poleaxe,6,Blue Knight,Rune of Earth,50 percent,Grey,Blue,Bambam,Northern Lynx,Bolt Shield,198,11,https://portal.forgottenrunes.com/api/warriors/img/198,Bellatrix Guardian of the Arena
3,Blue Chainsaw,5,South Island MMA Pants,Rune of Down,60 percent,Crimson,Red,Blue Dwarven Helm,Mutant Snapping Turtle,,199,10,https://portal.forgottenrunes.com/api/warriors/img/199,Wulfrum Chopper of the Fist
3,Scimitar,5,Northern Barbarian,Rune of Uranus,60 percent,Feminine,Blue,Vedic Warrior,,Yellow Buckler,200,10,https://portal.forgottenrunes.com/api/warriors/img/200,Sita Raider of Atlantis
3,Wooden Club,6,Aura Knight with Yellow Cloak,Rune of Saturn,50 percent,Wild,Green,Zimbala,Woodland Wolverine,Bolt Shield,201,11,https://portal.forgottenrunes.com/api/warriors/img/201,Jack Masher of Dragons
3,Spiked Ball bat,6,Glory Knight,Rune of Steel,50 percent,Rugged,Blue,Cool Guy,Northern Lynx,Shield of Down Only,202,11,https://portal.forgottenrunes.com/api/warriors/img/202,Knox Punisher of all that is Evil
3,,3,Yellow Tunic Armor,,100 percent,Armor,Black,Brownlander,,Iron Buckler,203,8,https://portal.forgottenrunes.com/api/warriors/img/203,Leonard Sorrow of Devils
2,Goblin Axe,5,Argyropoeia Bot,Rune of Lime,40 percent,Cyber,Black,Metabot,Spectacled Falcon,,204,10,https://portal.forgottenrunes.com/api/warriors/img/204,Cy Protector of Machines
4,Spetum,6,Yellow Hedge Knight Armor,Rune of Steel,66 percent,Gold,Black,Frankish Helm,Golden Jaguar,Gold Holy Shield,205,11,https://portal.forgottenrunes.com/api/warriors/img/205,Edmund Impaler of the Tower
4,Blue Chainsaw,6,Amethyst Spike Armor,Rune of Mercury,66 percent,Muscle,Black,Action Man,Night Wolf,Butterfly Shield,206,11,https://portal.forgottenrunes.com/api/warriors/img/206,Brion Lacerator of the Sun
2,Bone Club,5,White Tunic Armor,Rune of Saturn,40 percent,White Magic,Blue,Basic Bro,,Green Buckler,207,10,https://portal.forgottenrunes.com/api/warriors/img/207,Nyx Cruncher of Ruffians
5,Blue Longsword,6,Nord Armor,Rune of Mars,83 percent,Armor,Blue,Hibernian,Buffkin,Blue Buckler,208,11,https://portal.forgottenrunes.com/api/warriors/img/208,Adira Armageddon of Monsters
4,Titan Cleaver,6,Red Ronin Armor,Rune of Venus,66 percent,Crimson,Red,Praetorian,Hamadryas Baboon,Red Kite,209,11,https://portal.forgottenrunes.com/api/warriors/img/209,Verus Shaver of Oni
3,Sword of Rainbows,6,Pirate Garb,Rune of Mars,50 percent,Holy,Purple,Red Bearded Berserker,Quantum Peacock,Gold Holy Shield,210,11,https://portal.forgottenrunes.com/api/warriors/img/210,Orion Marauder of the Bay
3,Blue Broadsword,5,Capital City Keikogi,Rune of Lime,60 percent,Blue Shift,Blue,Blue Knight Helm,Sand Cobra,,211,10,https://portal.forgottenrunes.com/api/warriors/img/211,Matthew Sword of the Ring
4,Rogue Falchion,6,Gladiator's Cloak with Green Briefs,Rune of Air,66 percent,Crimson,Red,Stratiotai,Northern Lynx,Yellow Buckler,212,11,https://portal.forgottenrunes.com/api/warriors/img/212,Azim Bifurcator of the Obelisk
5,Silver Poleaxe,6,Skylord Plate Armor,Rune of Brass,83 percent,Armor,Blue,Jarl Raider,Hyena,Tate Shield,213,11,https://portal.forgottenrunes.com/api/warriors/img/213,Fenjeon Protector of the Ridge
5,Masamune,6,Yellow Road Spandex,Rune of Mars,83 percent,Purple Haze,Purple,Divanae,Man o' War,Dotta Shield,214,11,https://portal.forgottenrunes.com/api/warriors/img/214,Nyarai Stabber of the Docks
2,Estoc,3,South Island MMA Pants,,66 percent,Formal,Black,Forgotten Man,,,215,8,https://portal.forgottenrunes.com/api/warriors/img/215,Buck Swashbuckler for Freedom
3,Rapier,5,Auric Spike Armor,Rune of Fire,60 percent,Armor,Blue,Polar Man,,Air Elemental Shield,216,10,https://portal.forgottenrunes.com/api/warriors/img/216,Jax Swashbuckler of the Arena
2,Tuck,5,Classic Leather Barbarian Briefs,Rune of Pluto,40 percent,Brownish,Black,Action Hero,,White Kite,217,10,https://portal.forgottenrunes.com/api/warriors/img/217,Edge Charlatan of the Ruins
4,Rogue Falchion,6,Blue Medieval Livery,Rune of Saturn,66 percent,Crimson,Red,Praetorian,Northern Lynx,Brown Kite,218,11,https://portal.forgottenrunes.com/api/warriors/img/218,Numerius Nullifier or Scalawags
3,Chakram,5,Equatorial Keikogi,Rune of Brimstone,60 percent,Verdant,Green,Green Knight Helm,Mutant Snapping Turtle,,219,10,https://portal.forgottenrunes.com/api/warriors/img/219,Gilbert Shark of the Ring
3,Katana,6,Yellow Provocator Garb,Rune of Air,50 percent,Armor,Blue,Dune Man,Woodland Wolverine,Green Buckler,220,11,https://portal.forgottenrunes.com/api/warriors/img/220,Pierce Antagonist of the Valley
3,Mace,6,Blue Hedge Knight Armor,Rune of Pluto,50 percent,Knight,Blue,Foot Soldier Helm,Dirt Pig,Bolt Shield,221,11,https://portal.forgottenrunes.com/api/warriors/img/221,Fang Basher of the Realm
4,Red Longsword,6,Blue Hedge Knight Armor,Rune of Sun,66 percent,Armor,Blue,Weirdling,Nastyass Honey Badger,Blue Kite,222,11,https://portal.forgottenrunes.com/api/warriors/img/222,Bralin Assailant of Honor
3,Cyber Axe,4,Superalloy Bot,Rune of Brass,75 percent,Cyber,Blue,BucketHead: Atomic 26,,,223,9,https://portal.forgottenrunes.com/api/warriors/img/223,Ash Danger of Area 71
3,Estoc,5,North Island MMA Pants,Rune of Water,60 percent,Darkness,Black,Olive Mendicant,Spectacled Falcon,,224,10,https://portal.forgottenrunes.com/api/warriors/img/224,Armak Mischief Maker of Concrete
2,Partisan,6,Nord Armor,Rune of Neptune,33 percent,Amber,Blue,Archipelagian,Buffkin,Shield of the Sun,225,11,https://portal.forgottenrunes.com/api/warriors/img/225,Sauda Defeater of the Duck Alliance
5,Trident,6,Red Tunic Armor,Rune of Uranus,83 percent,Crimson,Red,Praetorian,Crimson Jaguar,Eternal Love Shield,226,11,https://portal.forgottenrunes.com/api/warriors/img/226,Octavius Defeater of Wizards
3,Blue Broadsword,6,Aura Knight with Blue Cloak,Rune of Mercury,50 percent,Blue Shift,Blue,Jarl Raider,Field Hound,Toxin Shield,227,11,https://portal.forgottenrunes.com/api/warriors/img/227,Zocklan Trimmer of the Mountain
